ridership,route_id,route_name,route_type,service_period,day
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Fall 2014,weekday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Spring 2015,weekday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Summer 2015,weekday
51.2,653,653-RR RED RIVER/UT,UT Shuttle,Spring 2012,weekday
29.9,653,653-RR RED RIVER/UT,UT Shuttle,Summer 2012,weekday
54.2,653,653-RR RED RIVER/UT,UT Shuttle,Fall 2012,weekday
49.0,653,653-RR RED RIVER/UT,UT Shuttle,Spring 2013,weekday
34.5,653,653-RR RED RIVER/UT,UT Shuttle,Summer 2013,weekday
51.5,653,653-RR RED RIVER/UT,UT Shuttle,Fall 2013,weekday
45.9,653,653-RR RED RIVER/UT,UT Shuttle,Spring 2014,weekday
30.6,653,653-RR RED RIVER/UT,UT Shuttle,Summer 2014,weekday
46.4,653,653-RR RED RIVER/UT,UT Shuttle,Fall 2014,weekday
41.8,653,653-RR RED RIVER/UT,UT Shuttle,Spring 2015,weekday
33.8,653,653-RR RED RIVER/UT,UT Shuttle,Summer 2015,weekday
53.5,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Spring 2012,weekday
29.3,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Summer 2012,weekday
51.9,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Fall 2012,weekday
50.7,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Spring 2013,weekday
31.7,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Summer 2013,weekday
53.9,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Fall 2013,weekday
47.0,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Spring 2014,weekday
26.7,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Summer 2014,weekday
41.2,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Fall 2014,weekday
36.2,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Spring 2015,weekday
30.4,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Summer 2015,weekday
41.9,661,661-FW FAR WEST/UT,UT Shuttle,Spring 2012,weekday
43.2,661,661-FW FAR WEST/UT,UT Shuttle,Summer 2012,weekday
45.6,661,661-FW FAR WEST/UT,UT Shuttle,Fall 2012,weekday
40.7,661,661-FW FAR WEST/UT,UT Shuttle,Spring 2013,weekday
47.8,661,661-FW FAR WEST/UT,UT Shuttle,Summer 2013,weekday
43.9,661,661-FW FAR WEST/UT,UT Shuttle,Fall 2013,weekday
37.6,661,661-FW FAR WEST/UT,UT Shuttle,Spring 2014,weekday
42.4,661,661-FW FAR WEST/UT,UT Shuttle,Summer 2014,weekday
27.7,661,661-FW FAR WEST/UT,UT Shuttle,Fall 2014,weekday
24.5,661,661-FW FAR WEST/UT,UT Shuttle,Spring 2015,weekday
35.1,661,661-FW FAR WEST/UT,UT Shuttle,Summer 2015,weekday
35.4,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Spring 2012,weekday
24.3,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Summer 2012,weekday
33.8,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Fall 2012,weekday
31.7,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Spring 2013,weekday
26.1,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Summer 2013,weekday
35.7,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Fall 2013,weekday
33.0,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Spring 2014,weekday
26.6,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Summer 2014,weekday
27.0,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Fall 2014,weekday
25.5,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Spring 2015,weekday
28.0,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Summer 2015,weekday
41.5,670,670-CP CROSSING PLACE,UT Shuttle,Spring 2012,weekday
,670,670-CP CROSSING PLACE,UT Shuttle,Summer 2012,weekday
47.6,670,670-CP CROSSING PLACE,UT Shuttle,Fall 2012,weekday
43.0,670,670-CP CROSSING PLACE,UT Shuttle,Spring 2013,weekday
,670,670-CP CROSSING PLACE,UT Shuttle,Summer 2013,weekday
45.5,670,670-CP CROSSING PLACE,UT Shuttle,Fall 2013,weekday
41.6,670,670-CP CROSSING PLACE,UT Shuttle,Spring 2014,weekday
32.5,670,670-CP CROSSING PLACE,UT Shuttle,Summer 2014,weekday
37.2,670,670-CP CROSSING PLACE,UT Shuttle,Fall 2014,weekday
31.1,670,670-CP CROSSING PLACE,UT Shuttle,Spring 2015,weekday
27.1,670,670-CP CROSSING PLACE,UT Shuttle,Summer 2015,weekday
49.9,671,671-NR NORTH RIVERSIDE,UT Shuttle,Spring 2012,weekday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Summer 2012,weekday
52.8,671,671-NR NORTH RIVERSIDE,UT Shuttle,Fall 2012,weekday
49.2,671,671-NR NORTH RIVERSIDE,UT Shuttle,Spring 2013,weekday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Summer 2013,weekday
49.3,671,671-NR NORTH RIVERSIDE,UT Shuttle,Fall 2013,weekday
44.6,671,671-NR NORTH RIVERSIDE,UT Shuttle,Spring 2014,weekday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Summer 2014,weekday
29.8,671,671-NR NORTH RIVERSIDE,UT Shuttle,Fall 2014,weekday
25.6,671,671-NR NORTH RIVERSIDE,UT Shuttle,Spring 2015,weekday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Summer 2015,weekday
34.5,672,672-LS LAKESHORE,UT Shuttle,Spring 2012,weekday
,672,672-LS LAKESHORE,UT Shuttle,Summer 2012,weekday
41.7,672,672-LS LAKESHORE,UT Shuttle,Fall 2012,weekday
37.6,672,672-LS LAKESHORE,UT Shuttle,Spring 2013,weekday
,672,672-LS LAKESHORE,UT Shuttle,Summer 2013,weekday
45.0,672,672-LS LAKESHORE,UT Shuttle,Fall 2013,weekday
35.8,672,672-LS LAKESHORE,UT Shuttle,Spring 2014,weekday
,672,672-LS LAKESHORE,UT Shuttle,Summer 2014,weekday
24.1,672,672-LS LAKESHORE,UT Shuttle,Fall 2014,weekday
20.4,672,672-LS LAKESHORE,UT Shuttle,Spring 2015,weekday
,672,672-LS LAKESHORE,UT Shuttle,Summer 2015,weekday
39.6,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Spring 2012,weekday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Summer 2012,weekday
39.6,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Fall 2012,weekday
32.0,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Spring 2013,weekday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Summer 2013,weekday
29.6,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Fall 2013,weekday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Spring 2014,weekday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Summer 2014,weekday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Fall 2014,weekday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Spring 2015,weekday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Summer 2015,weekday
54.0,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Spring 2012,weekday
39.3,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Summer 2012,weekday
61.4,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Fall 2012,weekday
51.4,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Spring 2013,weekday
37.7,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Summer 2013,weekday
57.1,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Fall 2013,weekday
46.6,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Spring 2014,weekday
37.8,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Summer 2014,weekday
49.5,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Fall 2014,weekday
40.2,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Spring 2015,weekday
20.5,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Summer 2015,weekday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Spring 2012,weekday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Summer 2012,weekday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Fall 2012,weekday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Spring 2013,weekday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Summer 2013,weekday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Fall 2013,weekday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Spring 2014,weekday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Summer 2014,weekday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Fall 2014,weekday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Spring 2015,weekday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Summer 2015,weekday
37.6,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Spring 2012,weekday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Summer 2012,weekday
44.2,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Fall 2012,weekday
40.7,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Spring 2013,weekday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Summer 2013,weekday
47.6,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Fall 2013,weekday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Spring 2014,weekday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Summer 2014,weekday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Fall 2014,weekday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Spring 2015,weekday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Summer 2015,weekday
43.1,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Spring 2012,weekday
39.5,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Summer 2012,weekday
53.0,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Fall 2012,weekday
42.3,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Spring 2013,weekday
38.7,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Summer 2013,weekday
47.4,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Fall 2013,weekday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Spring 2014,weekday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Summer 2014,weekday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Fall 2014,weekday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Spring 2015,weekday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Summer 2015,weekday
,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Spring 2012,weekday
,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Summer 2012,weekday
,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Fall 2012,weekday
,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Spring 2013,weekday
,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Summer 2013,weekday
,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Fall 2013,weekday
23.0,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Spring 2014,weekday
21.9,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Summer 2014,weekday
25.4,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Fall 2014,weekday
21.6,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Spring 2015,weekday
18.8,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Summer 2015,weekday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Spring 2012,weekday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Summer 2012,weekday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Fall 2012,weekday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Spring 2013,weekday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Summer 2013,weekday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Fall 2013,weekday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Spring 2014,weekday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Summer 2014,weekday
16.6,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Fall 2014,weekday
15.5,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Spring 2015,weekday
15.1,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Summer 2015,weekday
20.0,935,935-TECH RIDGE EXPRESS,Express,Spring 2012,weekday
19.7,935,935-TECH RIDGE EXPRESS,Express,Summer 2012,weekday
24.0,935,935-TECH RIDGE EXPRESS,Express,Fall 2012,weekday
22.3,935,935-TECH RIDGE EXPRESS,Express,Spring 2013,weekday
19.3,935,935-TECH RIDGE EXPRESS,Express,Summer 2013,weekday
19.4,935,935-TECH RIDGE EXPRESS,Express,Fall 2013,weekday
19.4,935,935-TECH RIDGE EXPRESS,Express,Spring 2014,weekday
19.6,935,935-TECH RIDGE EXPRESS,Express,Summer 2014,weekday
19.1,935,935-TECH RIDGE EXPRESS,Express,Fall 2014,weekday
17.6,935,935-TECH RIDGE EXPRESS,Express,Spring 2015,weekday
16.2,935,935-TECH RIDGE EXPRESS,Express,Summer 2015,weekday
4.8,970,970-AMD/LANTANA CAMPUS,Express,Spring 2012,weekday
6.7,970,970-AMD/LANTANA CAMPUS,Express,Summer 2012,weekday
3.7,970,970-AMD/LANTANA CAMPUS,Express,Fall 2012,weekday
3.9,970,970-AMD/LANTANA CAMPUS,Express,Spring 2013,weekday
5.4,970,970-AMD/LANTANA CAMPUS,Express,Summer 2013,weekday
4.3,970,970-AMD/LANTANA CAMPUS,Express,Fall 2013,weekday
3.4,970,970-AMD/LANTANA CAMPUS,Express,Spring 2014,weekday
4.2,970,970-AMD/LANTANA CAMPUS,Express,Summer 2014,weekday
5.7,970,970-AMD/LANTANA CAMPUS,Express,Fall 2014,weekday
4.3,970,970-AMD/LANTANA CAMPUS,Express,Spring 2015,weekday
4.8,970,970-AMD/LANTANA CAMPUS,Express,Summer 2015,weekday
21.9,982,982-PAVILLION EXPRESS,Express,Spring 2012,weekday
17.8,982,982-PAVILLION EXPRESS,Express,Summer 2012,weekday
21.8,982,982-PAVILLION EXPRESS,Express,Fall 2012,weekday
22.2,982,982-PAVILLION EXPRESS,Express,Spring 2013,weekday
17.8,982,982-PAVILLION EXPRESS,Express,Summer 2013,weekday
20.4,982,982-PAVILLION EXPRESS,Express,Fall 2013,weekday
14.2,982,982-PAVILLION EXPRESS,Express,Spring 2014,weekday
17.0,982,982-PAVILLION EXPRESS,Express,Summer 2014,weekday
19.6,982,982-PAVILLION EXPRESS,Express,Fall 2014,weekday
18.5,982,982-PAVILLION EXPRESS,Express,Spring 2015,weekday
16.8,982,982-PAVILLION EXPRESS,Express,Summer 2015,weekday
12.3,983,983-N US183 EXPRESS,Express,Spring 2012,weekday
10.3,983,983-N US183 EXPRESS,Express,Summer 2012,weekday
10.0,983,983-N US183 EXPRESS,Express,Fall 2012,weekday
11.6,983,983-N US183 EXPRESS,Express,Spring 2013,weekday
10.7,983,983-N US183 EXPRESS,Express,Summer 2013,weekday
13.5,983,983-N US183 EXPRESS,Express,Fall 2013,weekday
12.9,983,983-N US183 EXPRESS,Express,Spring 2014,weekday
8.8,983,983-N US183 EXPRESS,Express,Summer 2014,weekday
12.2,983,983-N US183 EXPRESS,Express,Fall 2014,weekday
10.9,983,983-N US183 EXPRESS,Express,Spring 2015,weekday
9.5,983,983-N US183 EXPRESS,Express,Summer 2015,weekday
24.3,985,985-LEANDER LAKELINE DIRECT,Express,Spring 2012,weekday
22.0,985,985-LEANDER LAKELINE DIRECT,Express,Summer 2012,weekday
23.0,985,985-LEANDER LAKELINE DIRECT,Express,Fall 2012,weekday
23.1,985,985-LEANDER LAKELINE DIRECT,Express,Spring 2013,weekday
25.8,985,985-LEANDER LAKELINE DIRECT,Express,Summer 2013,weekday
23.1,985,985-LEANDER LAKELINE DIRECT,Express,Fall 2013,weekday
17.5,985,985-LEANDER LAKELINE DIRECT,Express,Spring 2014,weekday
21.3,985,985-LEANDER LAKELINE DIRECT,Express,Summer 2014,weekday
21.3,985,985-LEANDER LAKELINE DIRECT,Express,Fall 2014,weekday
21.5,985,985-LEANDER LAKELINE DIRECT,Express,Spring 2015,weekday
18.6,985,985-LEANDER LAKELINE DIRECT,Express,Summer 2015,weekday
16.3,987,987-LEANDER/NW EXPRESS,Express,Spring 2012,weekday
14.4,987,987-LEANDER/NW EXPRESS,Express,Summer 2012,weekday
17.3,987,987-LEANDER/NW EXPRESS,Express,Fall 2012,weekday
15.8,987,987-LEANDER/NW EXPRESS,Express,Spring 2013,weekday
14.1,987,987-LEANDER/NW EXPRESS,Express,Summer 2013,weekday
16.0,987,987-LEANDER/NW EXPRESS,Express,Fall 2013,weekday
14.3,987,987-LEANDER/NW EXPRESS,Express,Spring 2014,weekday
15.5,987,987-LEANDER/NW EXPRESS,Express,Summer 2014,weekday
15.2,987,987-LEANDER/NW EXPRESS,Express,Fall 2014,weekday
12.6,987,987-LEANDER/NW EXPRESS,Express,Spring 2015,weekday
11.8,987,987-LEANDER/NW EXPRESS,Express,Summer 2015,weekday
10.7,990,990-MANOR/ELGIN EXPRESS,Express,Spring 2012,weekday
10.2,990,990-MANOR/ELGIN EXPRESS,Express,Summer 2012,weekday
10.3,990,990-MANOR/ELGIN EXPRESS,Express,Fall 2012,weekday
12.1,990,990-MANOR/ELGIN EXPRESS,Express,Spring 2013,weekday
11.5,990,990-MANOR/ELGIN EXPRESS,Express,Summer 2013,weekday
14.1,990,990-MANOR/ELGIN EXPRESS,Express,Fall 2013,weekday
13.5,990,990-MANOR/ELGIN EXPRESS,Express,Spring 2014,weekday
12.0,990,990-MANOR/ELGIN EXPRESS,Express,Summer 2014,weekday
14.4,990,990-MANOR/ELGIN EXPRESS,Express,Fall 2014,weekday
11.4,990,990-MANOR/ELGIN EXPRESS,Express,Spring 2015,weekday
10.0,990,990-MANOR/ELGIN EXPRESS,Express,Summer 2015,weekday
44.2,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Spring 2012,saturday
36.1,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Summer 2012,saturday
40.6,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Fall 2012,saturday
41.2,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Spring 2013,saturday
39.2,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Summer 2013,saturday
39.8,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Fall 2013,saturday
42.9,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Spring 2014,saturday
33.2,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Summer 2014,saturday
30.8,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Fall 2014,saturday
30.9,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Spring 2015,saturday
30.2,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Summer 2015,saturday
26.3,2,2-ROSEWOOD,Local,Spring 2012,saturday
25.6,2,2-ROSEWOOD,Local,Summer 2012,saturday
27.1,2,2-ROSEWOOD,Local,Fall 2012,saturday
26.8,2,2-ROSEWOOD,Local,Spring 2013,saturday
28.8,2,2-ROSEWOOD,Local,Summer 2013,saturday
25.5,2,2-ROSEWOOD,Local,Fall 2013,saturday
26.9,2,2-ROSEWOOD,Local,Spring 2014,saturday
25.9,2,2-ROSEWOOD,Local,Summer 2014,saturday
23.9,2,2-ROSEWOOD,Local,Fall 2014,saturday
20.1,2,2-ROSEWOOD,Local,Spring 2015,saturday
20.5,2,2-ROSEWOOD,Local,Summer 2015,saturday
29.2,3,3-BURNET/MANCHACA,Local,Spring 2012,saturday
28.0,3,3-BURNET/MANCHACA,Local,Summer 2012,saturday
32.9,3,3-BURNET/MANCHACA,Local,Fall 2012,saturday
31.9,3,3-BURNET/MANCHACA,Local,Spring 2013,saturday
27.9,3,3-BURNET/MANCHACA,Local,Summer 2013,saturday
32.5,3,3-BURNET/MANCHACA,Local,Fall 2013,saturday
31.0,3,3-BURNET/MANCHACA,Local,Spring 2014,saturday
31.2,3,3-BURNET/MANCHACA,Local,Summer 2014,saturday
28.2,3,3-BURNET/MANCHACA,Local,Fall 2014,saturday
27.2,3,3-BURNET/MANCHACA,Local,Spring 2015,saturday
28.6,3,3-BURNET/MANCHACA,Local,Summer 2015,saturday
25.8,4,4-MONTOPOLIS,Local,Spring 2012,saturday
28.4,4,4-MONTOPOLIS,Local,Summer 2012,saturday
29.1,4,4-MONTOPOLIS,Local,Fall 2012,saturday
27.6,4,4-MONTOPOLIS,Local,Spring 2013,saturday
27.5,4,4-MONTOPOLIS,Local,Summer 2013,saturday
30.2,4,4-MONTOPOLIS,Local,Fall 2013,saturday
31.6,4,4-MONTOPOLIS,Local,Spring 2014,saturday
26.5,4,4-MONTOPOLIS,Local,Summer 2014,saturday
27.0,4,4-MONTOPOLIS,Local,Fall 2014,saturday
21.5,4,4-MONTOPOLIS,Local,Spring 2015,saturday
22.3,4,4-MONTOPOLIS,Local,Summer 2015,saturday
18.4,5,5-WOODROW/SOUTH 5TH,Local,Spring 2012,saturday
18.5,5,5-WOODROW/SOUTH 5TH,Local,Summer 2012,saturday
19.9,5,5-WOODROW/SOUTH 5TH,Local,Fall 2012,saturday
19.5,5,5-WOODROW/SOUTH 5TH,Local,Spring 2013,saturday
19.1,5,5-WOODROW/SOUTH 5TH,Local,Summer 2013,saturday
20.7,5,5-WOODROW/SOUTH 5TH,Local,Fall 2013,saturday
21.8,5,5-WOODROW/SOUTH 5TH,Local,Spring 2014,saturday
19.0,5,5-WOODROW/SOUTH 5TH,Local,Summer 2014,saturday
18.5,5,5-WOODROW/SOUTH 5TH,Local,Fall 2014,saturday
16.5,5,5-WOODROW/SOUTH 5TH,Local,Spring 2015,saturday
15.8,5,5-WOODROW/SOUTH 5TH,Local,Summer 2015,saturday
18.4,6,6-EAST 12TH,Local,Spring 2012,saturday
16.1,6,6-EAST 12TH,Local,Summer 2012,saturday
19.0,6,6-EAST 12TH,Local,Fall 2012,saturday
24.1,6,6-EAST 12TH,Local,Spring 2013,saturday
21.5,6,6-EAST 12TH,Local,Summer 2013,saturday
19.3,6,6-EAST 12TH,Local,Fall 2013,saturday
18.5,6,6-EAST 12TH,Local,Spring 2014,saturday
19.4,6,6-EAST 12TH,Local,Summer 2014,saturday
18.0,6,6-EAST 12TH,Local,Fall 2014,saturday
13.0,6,6-EAST 12TH,Local,Spring 2015,saturday
17.2,6,6-EAST 12TH,Local,Summer 2015,saturday
33.5,7,7-DUVAL / DOVE SPRINGS,Local,Spring 2012,saturday
31.9,7,7-DUVAL / DOVE SPRINGS,Local,Summer 2012,saturday
34.9,7,7-DUVAL / DOVE SPRINGS,Local,Fall 2012,saturday
35.6,7,7-DUVAL / DOVE SPRINGS,Local,Spring 2013,saturday
33.9,7,7-DUVAL / DOVE SPRINGS,Local,Summer 2013,saturday
31.4,7,7-DUVAL / DOVE SPRINGS,Local,Fall 2013,saturday
33.9,7,7-DUVAL / DOVE SPRINGS,Local,Spring 2014,saturday
31.7,7,7-DUVAL / DOVE SPRINGS,Local,Summer 2014,saturday
30.2,7,7-DUVAL / DOVE SPRINGS,Local,Fall 2014,saturday
28.8,7,7-DUVAL / DOVE SPRINGS,Local,Spring 2015,saturday
24.7,7,7-DUVAL / DOVE SPRINGS,Local,Summer 2015,saturday
29.7,10,10-SOUTH 1ST/RED RIVER,Local,Spring 2012,saturday
26.8,10,10-SOUTH 1ST/RED RIVER,Local,Summer 2012,saturday
29.1,10,10-SOUTH 1ST/RED RIVER,Local,Fall 2012,saturday
30.6,10,10-SOUTH 1ST/RED RIVER,Local,Spring 2013,saturday
28.7,10,10-SOUTH 1ST/RED RIVER,Local,Summer 2013,saturday
30.8,10,10-SOUTH 1ST/RED RIVER,Local,Fall 2013,saturday
30.7,10,10-SOUTH 1ST/RED RIVER,Local,Spring 2014,saturday
31.3,10,10-SOUTH 1ST/RED RIVER,Local,Summer 2014,saturday
31.0,10,10-SOUTH 1ST/RED RIVER,Local,Fall 2014,saturday
26.9,10,10-SOUTH 1ST/RED RIVER,Local,Spring 2015,saturday
25.3,10,10-SOUTH 1ST/RED RIVER,Local,Summer 2015,saturday
27.4,17,17-CESAR CHAVEZ,Local,Spring 2012,saturday
28.4,17,17-CESAR CHAVEZ,Local,Summer 2012,saturday
31.6,17,17-CESAR CHAVEZ,Local,Fall 2012,saturday
28.1,17,17-CESAR CHAVEZ,Local,Spring 2013,saturday
30.6,17,17-CESAR CHAVEZ,Local,Summer 2013,saturday
29.1,17,17-CESAR CHAVEZ,Local,Fall 2013,saturday
26.7,17,17-CESAR CHAVEZ,Local,Spring 2014,saturday
31.7,17,17-CESAR CHAVEZ,Local,Summer 2014,saturday
33.3,17,17-CESAR CHAVEZ,Local,Fall 2014,saturday
30.7,17,17-CESAR CHAVEZ,Local,Spring 2015,saturday
32.8,17,17-CESAR CHAVEZ,Local,Summer 2015,saturday
13.2,18,18-MARTIN LUTHER KING,Local,Spring 2012,saturday
13.1,18,18-MARTIN LUTHER KING,Local,Summer 2012,saturday
11.7,18,18-MARTIN LUTHER KING,Local,Fall 2012,saturday
15.7,18,18-MARTIN LUTHER KING,Local,Spring 2013,saturday
11.8,18,18-MARTIN LUTHER KING,Local,Summer 2013,saturday
13.9,18,18-MARTIN LUTHER KING,Local,Fall 2013,saturday
16.2,18,18-MARTIN LUTHER KING,Local,Spring 2014,saturday
13.3,18,18-MARTIN LUTHER KING,Local,Summer 2014,saturday
12.8,18,18-MARTIN LUTHER KING,Local,Fall 2014,saturday
13.5,18,18-MARTIN LUTHER KING,Local,Spring 2015,saturday
11.8,18,18-MARTIN LUTHER KING,Local,Summer 2015,saturday
17.0,19,19-BULL CREEK,Local,Spring 2012,saturday
14.1,19,19-BULL CREEK,Local,Summer 2012,saturday
19.7,19,19-BULL CREEK,Local,Fall 2012,saturday
18.1,19,19-BULL CREEK,Local,Spring 2013,saturday
16.0,19,19-BULL CREEK,Local,Summer 2013,saturday
20.9,19,19-BULL CREEK,Local,Fall 2013,saturday
15.8,19,19-BULL CREEK,Local,Spring 2014,saturday
19.3,19,19-BULL CREEK,Local,Summer 2014,saturday
12.1,19,19-BULL CREEK,Local,Fall 2014,saturday
15.7,19,19-BULL CREEK,Local,Spring 2015,saturday
13.6,19,19-BULL CREEK,Local,Summer 2015,saturday
35.0,20,20-MANOR RD/RIVERSIDE,Local,Spring 2012,saturday
33.8,20,20-MANOR RD/RIVERSIDE,Local,Summer 2012,saturday
34.3,20,20-MANOR RD/RIVERSIDE,Local,Fall 2012,saturday
33.9,20,20-MANOR RD/RIVERSIDE,Local,Spring 2013,saturday
33.6,20,20-MANOR RD/RIVERSIDE,Local,Summer 2013,saturday
34.6,20,20-MANOR RD/RIVERSIDE,Local,Fall 2013,saturday
34.8,20,20-MANOR RD/RIVERSIDE,Local,Spring 2014,saturday
34.1,20,20-MANOR RD/RIVERSIDE,Local,Summer 2014,saturday
